Headline,Source,Published,Team Name,Type,Uploaded By,Video ID,Published Platform,Published URL
,https://obfuscated.source.example/98f360e19dcdc3bf,No,Unknown,interview,Chandan,1639118980,,
,https://obfuscated.source.example/272b45fa7c0e992a,No,Unknown,speech,Chandan,1635827434,,
,https://obfuscated.source.example/5deff7d741bd431f,No,Unknown,interview,Chandan,1981334060,,
,https://obfuscated.source.example/464923f2699ae3a9,No,Unknown,interview,Chandan,1597055801,,
Headline_6834fb6477ce,https://obfuscated.source.example/22dec278d093b1e3,No,Unknown,interview,Anamika Singh,1999178488,,
Headline_75018fbda9e6,https://obfuscated.source.example/22dec278d093b1e3,No,Unknown,speech,Anamika Singh,125616114,,
Headline_0afe430cfdfa,https://obfuscated.source.example/5ac3879d2d664044,No,Unknown,press conference,Anamika Singh,1628099614,,
Headline_60211d68b999,https://obfuscated.source.example/5ac3879d2d664044,No,Unknown,special reports,Anamika Singh,1399372310,,
Headline_c69ee12ac0ac,https://obfuscated.source.example/5ac3879d2d664044,No,Unknown,interview,Anamika Singh,22098345,,
Headline_beab52cf6ea0,https://obfuscated.source.example/5ac3879d2d664044,No,Unknown,speech,Anamika Singh,553491849,,
Headline_c8a11202fdc9,https://obfuscated.source.example/cf752858ffe9381c,No,Unknown,interview,Chandan,1374161567,,
Headline_2f7711c25d70,https://obfuscated.source.example/7d7022a3c2e6bfc6,No,Unknown,speech,Chandan,1439324522,,
Headline_129be024ee6a,https://obfuscated.source.example/9124c7b09daec587,No,Unknown,interview,Chandan,981937588,,
Headline_26276799ced5,https://obfuscated.source.example/2a86fb04671bc946,No,Unknown,interview,Chandan,1045859997,,
Headline_ac2cae5519bd,https://obfuscated.source.example/e52aa8818afdf06a,No,Unknown,interview,Chandan,1755358758,,
Headline_ac2cae5519bd,https://obfuscated.source.example/9d71297086f2a9dd,No,Unknown,interview,Chandan,690458526,,
,https://obfuscated.source.example/99614ab40812f3ef,No,Unknown,interview,Chandan,4810833,,
,https://obfuscated.source.example/691415124736ce30,No,Unknown,interview,Anamika Singh,1365657955,,
Headline_0b26f95bfb88,https://obfuscated.source.example/1dead6f7f7f2793c,No,Unknown,interview,Chandan,241298689,,
Headline_192e55ae5ca3,https://obfuscated.source.example/0b95a1943907fb8d,No,Unknown,interview,Chandan,1426505421,,
Headline_3cb728195ead,https://obfuscated.source.example/89294494b68b9879,No,Unknown,interview,Chandan,1102242380,,
Headline_257c2046adac,https://obfuscated.source.example/ae03dc7ca239fde3,No,Unknown,speech,Chandan,32073692,,
Headline_56c350e40820,https://obfuscated.source.example/54d2c544bceac7f3,No,Unknown,interview,Chandan,1111057931,,
Headline_95478a3bb0fc,https://obfuscated.source.example/b8de1c22c8db772d,No,Unknown,speech,Chandan,27427110,,
Headline_af8aa82ee993,https://obfuscated.source.example/87ad7dce5d59a42e,No,Unknown,interview,Chandan,829499329,,
Headline_209963a5d3d0,https://obfuscated.source.example/c3091dafdd2280b3,No,Unknown,interview,Chandan,1232819423,,
Headline_72bd39b2b944,https://obfuscated.source.example/19d5d7c322c89036,No,Unknown,interview,Chandan,361199116,,
Headline_6d7f24913988,https://obfuscated.source.example/f40570ac5b80dfa3,No,Unknown,interview,Chandan,502197293,,
Headline_997e90810c95,https://obfuscated.source.example/00d9cfa09bf222af,No,Unknown,interview,Chandan,1402021530,,
Headline_0427b1ee19b0,https://obfuscated.source.example/010fcbbf0f80027d,No,Unknown,interview,Chandan,257029352,,
Headline_9133047501b0,https://obfuscated.source.example/f22323f0f2299b98,No,Unknown,interview,Chandan,566134800,,
Headline_b717d9b27ede,https://obfuscated.source.example/9ab3f182e6e18139,No,Unknown,speech,Chandan,497545575,,
Headline_a00e8cd790a3,https://obfuscated.source.example/9ab3f182e6e18139,No,Unknown,interview,Chandan,1115847902,,
Headline_9104de2a1c05,https://obfuscated.source.example/2ace7fac21489600,No,Unknown,interview,Anamika Singh,1617894241,,
Headline_b53f7c53fe31,https://obfuscated.source.example/f19ded8d3a9c107d,No,Unknown,interview,Anamika Singh,575550139,,
Headline_e5edc7cbed8e,https://obfuscated.source.example/7b8188ece38e4e91,No,Unknown,interview,Anamika Singh,38965695,,
Headline_58c5e9b194ea,https://obfuscated.source.example/d43c479ab1194a5d,No,Unknown,interview,Anamika Singh,171735895,,
Headline_6a2256c51086,https://obfuscated.source.example/272838a5f8fe3e46,No,Unknown,interview,Anamika Singh,1368717676,,
Headline_f05aa8d083c8,https://obfuscated.source.example/05bd20d76a377dd8,No,Unknown,interview,Anamika Singh,1201926818,,
Headline_58c5e9b194ea,https://obfuscated.source.example/b7b4a71cede3e1de,No,Unknown,interview,Anamika Singh,551683055,,
Headline_b8b1d557ade4,https://obfuscated.source.example/9ddcbf96ef85d536,No,Unknown,speech,Anamika Singh,459478341,,
Headline_b59d11613ece,https://obfuscated.source.example/e14e7d954cbdc0ce,No,Unknown,speech,Anamika Singh,1216948690,,
Headline_27259ac05d39,https://obfuscated.source.example/ca91715c76ae7127,No,Unknown,speech,Anamika Singh,1121106333,,
Headline_e20a04e6fceb,https://obfuscated.source.example/f5335d4a192fd3d0,No,Unknown,speech,Anamika Singh,79146438,,
Headline_3b72e76e7a30,https://obfuscated.source.example/06a917340320c32a,No,Unknown,interview,Anamika Singh,177238601,,
Headline_3ebb4dfa5291,https://obfuscated.source.example/ee85b90a8db11814,No,Unknown,speech,Anamika Singh,1856460008,,
Headline_d8860bd830b3,https://obfuscated.source.example/0239f46ea3896d48,No,Unknown,press conference,Anamika Singh,1988535519,,
Headline_4467df686878,https://obfuscated.source.example/3f18db1bc72001d4,No,Unknown,interview,Chandan,1460810721,,
Headline_a9c92bb42616,https://obfuscated.source.example/44bfba9bbc7115c6,No,Unknown,speech,Chandan,1468329790,,
Headline_aacdd2c8ea0a,https://obfuscated.source.example/2c537604413a6252,No,Unknown,speech,Chandan,1684276635,,
Headline_3565bb5ea163,https://obfuscated.source.example/bafffc04992fb49b,No,Unknown,debate,Chandan,569606715,,
Headline_70041cc44bf7,https://obfuscated.source.example/751827d9258eef9a,No,Unknown,debate,Chandan,770935118,,
,https://obfuscated.source.example/57fd5d75b66e1422,No,Unknown,interview,Chandan,1855546589,,
Headline_c9d63c75552c,https://obfuscated.source.example/86671432e149bbd7,No,Unknown,news bulletin,Chandan,1089628196,,
Headline_9ad60cda46f4,https://obfuscated.source.example/10efda64aa4ece44,No,Unknown,speech,Chandan,440275932,,
Headline_aebbf7dddcc0,https://obfuscated.source.example/663fc49fc485ab5f,No,Unknown,press conference,Chandan,1240416533,,
,https://obfuscated.source.example/f99a9271dff7ee3d,No,Unknown,special reports,Chandan,1877882051,,
,https://obfuscated.source.example/aa65b6359527b75d,No,Unknown,speech,Neha,746265491,,
,https://obfuscated.source.example/06632315710d31d1,No,Unknown,press conference,Neha,806963039,,
,https://obfuscated.source.example/fd27118019abc48a,No,Unknown,special reports,Neha,1163309539,,
,https://obfuscated.source.example/70f176f240ad81a9,No,Unknown,news bulletin,Neha,291357937,,
,https://obfuscated.source.example/190e407cff8a6694,No,Unknown,debate,Neha,1921129795,,
,https://obfuscated.source.example/6576370a34f02e0f,No,Unknown,interview,Neha,1292628698,,
,https://obfuscated.source.example/ab8a7a2fed57857f,No,Unknown,interview,Neha,714586303,,
,https://obfuscated.source.example/b091d4c296187c22,No,Unknown,speech,Neha,894092304,,
,https://obfuscated.source.example/ddde4d94f54c27c5,No,Unknown,special reports,Abhishek,1163868683,,
,https://obfuscated.source.example/ac09c08def0c18a5,No,Unknown,special reports,Abhishek,289268629,,
Headline_ebfd51b4ca15,https://obfuscated.source.example/5fb34ecb2edece50,No,Unknown,press conference,Anamika Singh,895809936,,
Headline_5789b2c84327,https://obfuscated.source.example/69939e415c598f0d,No,Unknown,press conference,Anamika Singh,352919433,,
Headline_3b8e767a3fcd,https://obfuscated.source.example/714c6cb420c3d1d5,No,Unknown,interview,Anamika Singh,1485556416,,
Headline_ff678bf6254b,https://obfuscated.source.example/dfed96c2746cfbfc,No,Unknown,discussion-show,Anamika Singh,248766485,,
Headline_ff678bf6254b,https://obfuscated.source.example/95160c990a93c31f,No,Unknown,discussion-show,Anamika Singh,519328217,,
Headline_d71d4ea825de,https://obfuscated.source.example/f810ae961f4df47b,No,Unknown,interview,Anamika Singh,320810103,,
Headline_a0d9dbe707e6,https://obfuscated.source.example/18f4b73135a4394b,No,Unknown,news bulletin,Anamika Singh,196460538,,
Headline_83ef0657cef5,https://obfuscated.source.example/4f4acf0defc54e68,No,Unknown,news bulletin,Anamika Singh,1513609425,,
Headline_997e90810c95,https://obfuscated.source.example/b63995e01ea804ea,No,Unknown,interview,Anamika Singh,1595738417,,
Headline_6fa5f644e0cf,https://obfuscated.source.example/e016688709aaa371,No,Unknown,speech,Anamika Singh,756138670,,
Headline_0fd5d3ab3870,https://obfuscated.source.example/1e736157483d540d,No,Unknown,speech,Anamika Singh,1915376331,,
Headline_b623e3093bec,https://obfuscated.source.example/b25a4ebea4476ab5,No,Unknown,special reports,Anamika Singh,1072246435,,
Headline_0fd5d3ab3870,https://obfuscated.source.example/1dde4cce4e48e9fb,No,Unknown,speech,Anamika Singh,633823994,,
Headline_036d03830e61,https://obfuscated.source.example/44a2d5d6adba740d,No,Unknown,discussion-show,Anamika Singh,558716130,,
Headline_b3016e52d238,https://obfuscated.source.example/1df5f187a8b2aa21,No,Unknown,special reports,Anamika Singh,405427123,,
Headline_5eac89eb7db3,https://obfuscated.source.example/abd178ac57f7fdd6,No,Unknown,interview,Anamika Singh,1109231996,,
Headline_164531b1102e,https://obfuscated.source.example/31056e6bd1e7bf03,No,Unknown,interview,Anamika Singh,1647602123,,
Headline_c5b660afe173,https://obfuscated.source.example/21797290e2a3328a,No,Unknown,news bulletin,Anamika Singh,105600006,,
Headline_26120561092c,https://obfuscated.source.example/4380311645840ec6,No,Unknown,special reports,Anamika Singh,281862172,,
Headline_fcbe5ff974be,https://obfuscated.source.example/4380311645840ec6,No,Unknown,press conference,Anamika Singh,95019914,,
Headline_76d8542bf0ab,https://obfuscated.source.example/4380311645840ec6,No,Unknown,discussion-show,Anamika Singh,1380887584,,
Headline_002d3d06bb41,https://obfuscated.source.example/4380311645840ec6,No,Unknown,speech,Anamika Singh,1389895301,,
Headline_fcbe5ff974be,https://obfuscated.source.example/4380311645840ec6,No,Unknown,news bulletin,Anamika Singh,1597012846,,
Headline_a67a6117642d,https://obfuscated.source.example/e2bbc9a240f4b9a0,No,Unknown,interview,Anamika Singh,1369173919,,
,https://obfuscated.source.example/589be7d186c8475f,No,Unknown,interview,Anamika Singh,1161391026,,
,https://obfuscated.source.example/8cf80a3b37cb2f72,No,Unknown,news bulletin,Anamika Singh,1084516810,,
,https://obfuscated.source.example/70161c9d663eed9c,No,Unknown,interview,Chandan,787247673,,
Headline_fc9734820180,https://obfuscated.source.example/9d83197b88d01b4e,No,Unknown,interview,Chandan,4421590,,
Headline_9955e112874b,https://obfuscated.source.example/3f9a9d31f7f611c3,No,Unknown,interview,Chandan,1915137561,,
Headline_75edd10ce215,https://obfuscated.source.example/ed44e0d3302fd844,No,Unknown,interview,Chandan,682634721,,
Headline_fe5256f56040,https://obfuscated.source.example/73ef8b7b0a7e76b6,No,Unknown,special reports,Adarsh (Frammer),1175217581,,
Headline_10d97923ce7b,https://obfuscated.source.example/e2bbc9a240f4b9a0,No,Unknown,news bulletin,Adarsh (Frammer),1908269571,,
,https://obfuscated.source.example/e2bbc9a240f4b9a0,No,Unknown,news bulletin,Adarsh (Frammer),1830434768,,
,https://obfuscated.source.example/e2bbc9a240f4b9a0,No,Unknown,news bulletin,Adarsh (Frammer),438918242,,
Headline_9fa1f1833699,https://obfuscated.source.example/f4a0ac8b19c0335f,No,Unknown,speech,Chandan,1938692492,,
Headline_c1b360d373a9,https://obfuscated.source.example/12dde15ce8efa9ea,No,Unknown,interview,Chandan,1521319400,,
Headline_49b406976995,https://obfuscated.source.example/f8be7031992d49e1,No,Unknown,speech,Chandan,702758950,,
Headline_ec3fc1caa2dd,https://obfuscated.source.example/f042fa0b730ccb9e,No,Unknown,speech,Chandan,116067598,,
Headline_ec3fc1caa2dd,https://obfuscated.source.example/d63a7acc91adb67f,No,Unknown,interview,Chandan,1266197366,,
Headline_d725c10b1566,https://obfuscated.source.example/614c5607e2d1cca0,No,Unknown,interview,Chandan,1399819036,,
Headline_29d8f710afaf,https://obfuscated.source.example/580cc868c2ecce2c,No,Unknown,interview,Chandan,831858844,,
Headline_f4fb240f881b,https://obfuscated.source.example/87725b397f8f002e,No,Unknown,interview,Chandan,1281508426,,
Headline_dfa3038d97bc,https://obfuscated.source.example/c92a80c27de78d33,No,Unknown,debate,Chandan,948198259,,
Headline_d55639c1dd17,https://obfuscated.source.example/6137e003e6181ce1,No,Unknown,debate,Chandan,1460061983,,
Headline_2ef356ec3512,https://obfuscated.source.example/77f1e2a61c7069ca,No,Unknown,speech,Chandan,353823873,,
Headline_8a3345aaf57a,https://obfuscated.source.example/77f1e2a61c7069ca,No,Unknown,interview,Chandan,1171764910,,
Headline_63060f1b3000,https://obfuscated.source.example/c33644e7c3ac603f,No,Unknown,debate,Chandan,775238605,,
,https://obfuscated.source.example/d5e4aef25bf6d5b3,No,Unknown,interview,Chandan,988073043,,
Headline_d0f01cca8a2f,https://obfuscated.source.example/46408b1f0260b51b,No,Unknown,interview,Chandan,663620629,,
Headline_eed4ee8b5993,https://obfuscated.source.example/870f82fec66fe2b8,No,Unknown,speech,Chandan,564080074,,
Headline_8d900694df5e,https://obfuscated.source.example/2ebe1546abf9be6d,No,Unknown,debate,Chandan,1173640730,,
Headline_84fcc7c55f12,https://obfuscated.source.example/e9f0f32ccc58fbce,No,Unknown,news bulletin,Chandan,1580781250,,
Headline_7f4b0cf1bcea,https://obfuscated.source.example/42d4855b5eaf8d01,No,Unknown,press conference,Chandan,1936444240,,
Headline_f0dd92f0b266,https://obfuscated.source.example/7e2c5594ee08ba8c,No,Unknown,special reports,Chandan,1989586301,,
Headline_1733d7fad561,https://obfuscated.source.example/a8cab102984016eb,No,Unknown,speech,Chandan,648788715,,
Headline_b9734b0bdacc,https://obfuscated.source.example/12591b828be30183,No,Unknown,news bulletin,Chandan,134442423,,
Headline_5c8a5c31d275,https://obfuscated.source.example/5d7a74027c41635c,No,Unknown,news bulletin,Chandan,1856863835,,
Headline_845bf3917194,https://obfuscated.source.example/453d4f17249f6b83,No,Unknown,news bulletin,Chandan,993297372,,
Headline_c1427c63708a,https://obfuscated.source.example/defde3ffd8896b08,No,Unknown,news bulletin,Chandan,1905315860,,
Headline_11fc8c9fe804,https://obfuscated.source.example/83c0aef41f817156,No,Unknown,news bulletin,Chandan,1758894382,,
Headline_dd84dee112c6,https://obfuscated.source.example/47055f9ba332003f,No,Unknown,news bulletin,Chandan,1802715087,,
Headline_b1b16092a74f,https://obfuscated.source.example/3287265dd211d292,No,Unknown,news bulletin,Chandan,1534849892,,
Headline_12107c8af98e,https://obfuscated.source.example/bf81f29fd2814317,No,Unknown,news bulletin,Chandan,594964410,,
Headline_ee711766b40a,https://obfuscated.source.example/69789e6063d80d50,No,Unknown,news bulletin,Chandan,1995100243,,
Headline_9846154b274a,https://obfuscated.source.example/9a8dd8cd17ceb92c,No,Unknown,news bulletin,Chandan,1707654917,,
Headline_cdf3f2c93c34,https://obfuscated.source.example/93f47fb3c97fa3a8,No,Unknown,news bulletin,Chandan,1117095570,,
Headline_281b7a8c8527,https://obfuscated.source.example/504b36457bb5074d,No,Unknown,news bulletin,Chandan,1177745336,,
Headline_fcbde957dccb,https://obfuscated.source.example/9580088bd4b55634,No,Unknown,news bulletin,Chandan,1899658692,,
Headline_f893a013df49,https://obfuscated.source.example/37f19527ac3577fa,No,Unknown,news bulletin,Chandan,1339823610,,
Headline_6f118bc5c0ba,https://obfuscated.source.example/a720ebd0a223c181,No,Unknown,news bulletin,Chandan,1758076160,,
Headline_47d667f70ed8,https://obfuscated.source.example/7316c8885f12d604,No,Unknown,news bulletin,Chandan,1377579577,,
Headline_18dba5f4a68b,https://obfuscated.source.example/e7cf2fe8b620ffa3,No,Unknown,news bulletin,Chandan,1692643195,,
Headline_b7ac02f1691f,https://obfuscated.source.example/eb722c60057f1fc1,No,Unknown,press conference,Chandan,963888037,,
Headline_966e6ff7b80d,https://obfuscated.source.example/a81f200af73dc852,No,Unknown,press conference,Chandan,987647502,,
Headline_273a11db19a4,https://obfuscated.source.example/90a7111db0548339,No,Unknown,press conference,Chandan,1055861921,,
Headline_16617aa9759c,https://obfuscated.source.example/2b05443d333044e1,No,Unknown,special reports,Chandan,915277756,,
Headline_109549e2c6d5,https://obfuscated.source.example/fede13fc4d4233d3,No,Unknown,special reports,Chandan,860535970,,
Headline_94e130609e43,https://obfuscated.source.example/0e7e33750f17e06c,No,Unknown,speech,Chandan,133719871,,
Headline_e1ac7cd8e350,https://obfuscated.source.example/ef4449e96e3a6b14,No,Unknown,news bulletin,Chandan,1581075440,,
Headline_3627e733499c,https://obfuscated.source.example/618cf36d157213e7,No,Unknown,news bulletin,Chandan,651404056,,
Headline_1a19570a977a,https://obfuscated.source.example/e97a44af9c8bf6f1,No,Unknown,interview,Chandan,923091735,,
Headline_8679ded7556a,https://obfuscated.source.example/8db474945834f2ec,No,Unknown,interview,Chandan,1582808587,,
Headline_94e130609e43,https://obfuscated.source.example/ab219def5f81839f,No,Unknown,speech,Chandan,269510417,,
Headline_fadb4925ec5c,https://obfuscated.source.example/ad3c129a0d935ece,No,Unknown,speech,Chandan,1564906766,,
Headline_36d28b77193c,https://obfuscated.source.example/55fe53bf2795e085,No,Unknown,interview,Chandan,185683482,,
Headline_b53f7c53fe31,https://obfuscated.source.example/7e12593d49777b7b,No,Unknown,interview,Chandan,683955259,,
Headline_197be5dcd6ba,https://obfuscated.source.example/e4b7f719a11ccd36,No,Unknown,interview,Chandan,796826029,,
Headline_97e2705f3fa1,https://obfuscated.source.example/e8bd4b6734e35b0d,No,Unknown,interview,Chandan,874890200,,
Headline_9a14fa8d2d48,https://obfuscated.source.example/d78b5674394f23cc,No,Unknown,interview,Chandan,1583224464,,
Headline_7d3df2544aca,https://obfuscated.source.example/77040c8215c1dcb0,No,Unknown,speech,Chandan,391548508,,
Headline_4abe350b58ae,https://obfuscated.source.example/4a1d07792c2572e5,No,Unknown,debate,Chandan,1187974452,,
Headline_782e97827dc0,https://obfuscated.source.example/cc2b8df3cefa3ea6,No,Unknown,debate,Chandan,659956231,,
Headline_b30674ee7d5c,https://obfuscated.source.example/4aebf24b856e7070,No,Unknown,interview,Chandan,1163600462,,
Headline_b45c8bdb3adc,https://obfuscated.source.example/92c85f474b69af99,No,Unknown,debate,Chandan,1948599322,,
Headline_9b22dbcd4bbd,https://obfuscated.source.example/b1ff4a8700587ce0,No,Unknown,debate,Chandan,1480832685,,
Headline_5b1eb8779ee4,https://obfuscated.source.example/0936ee16cad579a4,No,Unknown,debate,Chandan,130371121,,
Headline_9c0319bb7838,https://obfuscated.source.example/60b2a7f8a3b131bf,No,Unknown,debate,Chandan,1121089523,,
Headline_2e1bc1e8ca1c,https://obfuscated.source.example/d9cd2420742c73d4,No,Unknown,interview,Chandan,76716230,,
Headline_edc3c851dcf9,https://obfuscated.source.example/22795aac8a7f8442,No,Unknown,interview,Chandan,542112130,,
Headline_b83a0ab61400,https://obfuscated.source.example/cb739b2c02cb45c6,No,Unknown,interview,Chandan,1274736988,,
Headline_e04943e23c5c,https://obfuscated.source.example/9dda3e1cbd6d3140,No,Unknown,interview,Chandan,563692479,,
Headline_d4ed7f230308,https://obfuscated.source.example/3a84314f04e5c2b5,No,Unknown,speech,Chandan,1263441835,,
Headline_effd496e07bc,https://obfuscated.source.example/9ab3f182e6e18139,No,Unknown,special reports,Chandan,139698868,,
Headline_a41f08e063fc,https://obfuscated.source.example/9ab3f182e6e18139,No,Unknown,press conference,Chandan,1768822295,,
Headline_06c27d5bb4b1,https://obfuscated.source.example/9ab3f182e6e18139,No,Unknown,speech,Chandan,1807527739,,
Headline_89125dbf30e8,https://obfuscated.source.example/9ab3f182e6e18139,No,Unknown,news bulletin,Chandan,501009282,,
Headline_77859b3b4189,https://obfuscated.source.example/9ab3f182e6e18139,No,Unknown,interview,Chandan,796539795,,
Headline_3a7db0566d82,https://obfuscated.source.example/9ab3f182e6e18139,No,Unknown,debate,Chandan,1273617965,,
Headline_4e5a53297d3f,https://obfuscated.source.example/f22323f0f2299b98,No,Unknown,speech,Chandan,1984692750,,
Headline_8d33416be231,https://obfuscated.source.example/f22323f0f2299b98,No,Unknown,interview,Chandan,5290717,,
Headline_23f761abdfb7,https://obfuscated.source.example/01d9a08ed202a2a9,No,Unknown,special reports,Chandan,503834829,,
Headline_951bd4058885,https://obfuscated.source.example/3d677950a99dab69,No,Unknown,interview,Chandan,422312390,,
Headline_7b26b69b9791,https://obfuscated.source.example/486525121fc4c7af,No,Unknown,interview,Chandan,537668880,,
Headline_0427b1ee19b0,https://obfuscated.source.example/0261865120a31dc7,No,Unknown,interview,Chandan,460877693,,
Headline_a67a6117642d,https://obfuscated.source.example/777f9ce30b867d13,No,Unknown,interview,Chandan,796996843,,
Headline_01294ca9d397,https://obfuscated.source.example/7897f1b359d82e6e,No,Unknown,news bulletin,Chandan,1063176019,,
Headline_91ea63bd0591,https://obfuscated.source.example/d7ad391f2b9525f7,No,Unknown,news bulletin,Chandan,1848149731,,
Headline_76353aa4b8fe,https://obfuscated.source.example/2f0c5604d1bf3531,No,Unknown,discussion-show,Chandan,250880520,,
Headline_090325fc7c20,https://obfuscated.source.example/47487656b99538f0,No,Unknown,discussion-show,Chandan,861247141,,
Headline_97025a5c0790,https://obfuscated.source.example/6ac55141482f0dab,No,Unknown,speech,Chandan,968687535,,
Headline_d929c9ac1908,https://obfuscated.source.example/ffefaeec6f171322,No,Unknown,interview,Chandan,690740155,,
Headline_ccf8f256a71c,https://obfuscated.source.example/dab7ca7e5adf01ae,No,Unknown,interview,Chandan,275775294,,
Headline_7a1d7fd247ad,https://obfuscated.source.example/92408ec28b78d524,No,Unknown,speech,Chandan,650771157,,
Headline_4eed8c6b0d84,https://obfuscated.source.example/8bace0e5fb1e0186,No,Unknown,interview,Chandan,352064501,,
Headline_2bc31db6c7ca,https://obfuscated.source.example/772eb634396ae915,No,Unknown,speech,Chandan,1399839220,,
Headline_08988063721d,https://obfuscated.source.example/00bfd2c2db51079f,No,Unknown,interview,Chandan,1155317876,,
Headline_e384d6d1adf0,https://obfuscated.source.example/746c11933a5347e9,No,Unknown,interview,Chandan,387680641,,
Headline_58cee1eb03c6,https://obfuscated.source.example/ce412a71985a9f8b,No,Unknown,interview,Chandan,1278006615,,
Headline_f086e58d3ee4,https://obfuscated.source.example/e648ed54a2de8fbe,No,Unknown,interview,Chandan,1860780615,,
Headline_2cb684ca1dfc,https://obfuscated.source.example/6acfb6d83573af0f,No,Unknown,press conference,Chandan,1332994442,,
Headline_4bc079198fe2,https://obfuscated.source.example/bab6694185a26540,No,Unknown,press conference,Chandan,1955155660,,
Headline_29341d7101e6,https://obfuscated.source.example/cc7629c7fe10d887,No,Unknown,press conference,Chandan,642443984,,
Headline_e3998f84ee10,https://obfuscated.source.example/701e9c03101c3d5f,No,Unknown,press conference,Chandan,49909831,,
Headline_0d97ea28e766,https://obfuscated.source.example/46bb7b3522f987c4,No,Unknown,press conference,Chandan,1995435796,,
Headline_f4f3e972c690,https://obfuscated.source.example/27f73cc648ed1c80,No,Unknown,press conference,Chandan,311157009,,
Headline_1775e223cabe,https://obfuscated.source.example/bb9a90339af1f018,No,Unknown,speech,Chandan,775055325,,
Headline_375a7ec2a06c,https://obfuscated.source.example/5f7e6cceefba509b,No,Unknown,speech,Chandan,1685747007,,
Headline_fbac5628fc44,https://obfuscated.source.example/66975e4c85e80c0f,No,Unknown,speech,Chandan,1698853201,,
Headline_b2fbe2608650,https://obfuscated.source.example/7fd81effab8e81d9,No,Unknown,interview,Chandan,429584990,,
Headline_e8b60a6ba63f,https://obfuscated.source.example/7a1ba12882d3ac26,No,Unknown,interview,Chandan,953000101,,
Headline_84c13185ae78,https://obfuscated.source.example/1d09b6248fa02b2d,No,Unknown,interview,Chandan,1252681247,,
Headline_288abaa93072,https://obfuscated.source.example/f91e4d79c9788c97,No,Unknown,interview,Chandan,674240522,,
Headline_48003fd30607,https://obfuscated.source.example/3cc370510e1400ac,No,Unknown,interview,Chandan,837440812,,
Headline_b2fbe2608650,https://obfuscated.source.example/ad56c28b844089fb,No,Unknown,speech,Chandan,1104061144,,
Headline_9238c5cde81d,https://obfuscated.source.example/c89189e1476f54ac,No,Unknown,interview,Chandan,1546713888,,
Headline_c38384005621,https://obfuscated.source.example/fe7b248ce75bab20,No,Unknown,interview,Chandan,1944111099,,
Headline_7d030a5744a9,https://obfuscated.source.example/b08154266c19e2a9,No,Unknown,speech,Chandan,1201950821,,
Headline_d929c9ac1908,https://obfuscated.source.example/0bfbb297b5f733f5,No,Unknown,speech,Chandan,1751567784,,
Headline_164531b1102e,https://obfuscated.source.example/4f477095f4087e4c,No,Unknown,interview,Chandan,170161543,,
Headline_6361baa7d5aa,https://obfuscated.source.example/2e4c42bdd1d312b8,No,Unknown,interview,Chandan,963298058,,
Headline_d71d4ea825de,https://obfuscated.source.example/b292938000691669,No,Unknown,interview,Chandan,1070141106,,
Headline_48db2c1f6878,https://obfuscated.source.example/820ed181c35ac1d7,No,Unknown,interview,Chandan,450671703,,
Headline_e40e804065b7,https://obfuscated.source.example/74c1a39d1ef4e0b2,No,Unknown,interview,Chandan,626730536,,
,https://obfuscated.source.example/cbdbe91e734ab212,No,Unknown,interview,Chandan,1039575440,,
Headline_1656d64ed1ef,https://obfuscated.source.example/6b41ad4ca62af8b3,No,Unknown,interview,Chandan,441489995,,
Headline_2d24fddeccbc,https://obfuscated.source.example/ebd98aa0dccaefea,No,Unknown,speech,Chandan,304532525,,
Headline_ef52d919f898,https://obfuscated.source.example/67cf0f8986108bf1,No,Unknown,speech,Chandan,612013727,,
Headline_eb75648954ab,https://obfuscated.source.example/2d46ea2bf0d615af,No,Unknown,speech,Chandan,78888398,,
Headline_a0f474faa54f,https://obfuscated.source.example/83d804073b6023c2,No,Unknown,interview,Chandan,507475029,,
Headline_7acf83e1e57b,https://obfuscated.source.example/8151d2b892206f61,No,Unknown,interview,Chandan,903444571,,
Headline_12bd005e2a0f,https://obfuscated.source.example/959004b0a6646da4,No,Unknown,interview,Chandan,869580435,,
Headline_c0c411bb935d,https://obfuscated.source.example/4f14ca8154a7610c,No,Unknown,speech,Chandan,1486129824,,
Headline_2dab02299671,https://obfuscated.source.example/10d53712e2107d02,No,Unknown,speech,Chandan,256189129,,
Headline_e0a69487a777,https://obfuscated.source.example/03c05080d07450f4,No,Unknown,interview,Chandan,1184572327,,
Headline_749c7c753e22,https://obfuscated.source.example/8abe48cc75e0abec,No,Unknown,speech,Chandan,41965471,,
Headline_015082b3f63a,https://obfuscated.source.example/c4bf3841a89cc66b,No,Unknown,press conference,Chandan,1895100657,,
Headline_1d2fbe79bf43,https://obfuscated.source.example/7aa2770384df9f32,No,Unknown,speech,Chandan,1402140667,,
Headline_1780b6fa5618,https://obfuscated.source.example/6b13bccec6c8d647,No,Unknown,special reports,Chandan,311025504,,
Headline_6a4416067d5f,https://obfuscated.source.example/f22323f0f2299b98,No,Unknown,special reports,Chandan,76070913,,
Headline_2b86755ff57e,https://obfuscated.source.example/68f5ca88ecaa1ce4,No,Unknown,interview,Chandan,147069152,,
Headline_5b068f86370a,https://obfuscated.source.example/2cb62cc0a277df18,No,Unknown,interview,Chandan,377383712,,
Headline_e9ac3e79c4ac,https://obfuscated.source.example/3d6dc759f10e833d,No,Unknown,interview,Chandan,1642968808,,
